episode,task_type,target_id,instruction,visual_perturbation,perturbation,ensemble_mode,temporal_profile,ensemble_decay,max_prediction_age,grounding_shift_reset_threshold_m,execution_mode,uses_privileged_execution_assistance,uses_privileged_perturbation_oracle,scene_seed,scene_rejections,task_success,clean_success,task_success_step,clean_success_step,wrong_object_contact,wrong_object_contact_ids,first_wrong_object_contact_step,steps,termination,failure_category,mean_grounding_error_cm,max_grounding_error_cm,final_grounding_error_cm,final_predicted_target_x,final_predicted_target_y,final_predicted_target_z,mean_target_class_accuracy,min_eef_target_distance,gripper_close_step,target_contact,first_target_contact_step,target_motion_detected,grasped_once,first_grasp_step,first_grasp_lost_step,collateral_object_contact,collateral_contact_ids,wrong_object_moved,wrong_object_moved_ids,first_wrong_object_movement_step,max_wrong_object_displacement,max_wrong_displacement_by_id_json,max_target_height,min_target_height,min_target_uprightness,target_toppled,final_target_height,push_forward_displacement,push_lateral_displacement,action_clip_rate,safety_intervention_rate,workspace_violation_rate,recovery_cycles,mean_pose_action_norm,latest_only_rate,mean_oldest_prediction_age,max_oldest_prediction_age,mean_temporal_contributors,mean_latest_prediction_weight,phase_transition_count,grounding_shift_resets,grounding_reset_steps_json,stale_predictions_discarded,diagnostic_trace_enabled,phase_transition_trace_json,contact_event_trace_json,target_prediction_trace_json
11,pick,C,Pick up the green cylinder,clean,clean,temporal,robust,0.75,3,0.01,raw,0,0,1872619659,0,1,1,76,82,0,,0,82,success,success,0.6997450983693176,1.7564410338098568,1.3591824960620285,-0.09133335947990417,-0.1340569704771042,0.9109854698181152,1.0,0.010366934303746902,63,1,63,1,1,68,0,0,,0,,0,0.0033903448332439634,"{""A"":0.0033903448332439634,""B"":0.002415413534298083}",0.9060524690830765,0.821668096005357,0.999792125340548,0,0.9060524690830765,0.0,0.007449006831810827,0.0,0.0,0.0,0,0.36923376314984563,0.6829268292682927,0.8780487804878049,3,1.8780487804878048,0.8663463079865469,3,5,[],337,0,[],[],[]
12,pick,A,Pick up the red cube,clean,clean,temporal,robust,0.75,3,0.01,raw,0,0,2126283487,0,1,1,77,83,0,,0,83,success,success,0.7247198706073071,1.3790944089515427,0.6407305906548285,0.014546813443303108,-0.015158016234636307,0.9030946493148804,1.0,0.00013768488953634528,62,1,67,1,1,67,0,0,,0,,0,0.002415413534298083,"{""B"":0.002415413534298083,""C"":0.0023675433094015952}",0.9081126885702102,0.8206096551667561,0.999995842608314,0,0.9081126885702102,0.0,0.005463094109257903,0.024096385542168676,0.0,0.0,0,0.4000885283213825,0.6506024096385542,0.9759036144578314,3,1.9759036144578312,0.851882346536837,3,6,[],356,0,[],[],[]
13,pick,C,Pick up the green cylinder,clean,clean,temporal,robust,0.75,3,0.01,raw,0,0,1150351709,0,1,1,81,87,0,,0,87,success,success,0.5494807106978032,1.3551179309435437,0.6053842809030507,0.09650325775146484,0.10478775948286057,0.9046106338500977,1.0,0.0011400252994567298,68,1,71,1,1,72,0,0,,0,,0,0.0033903448332439634,"{""A"":0.0033903448332439634,""B"":0.002415413534298083}",0.9057024129750485,0.8216219857238226,0.9999738605629318,0,0.9057024129750485,0.0,0.0038053400341184237,0.05747126436781609,0.0,0.0,0,0.42506069556818254,0.6091954022988506,1.103448275862069,3,2.103448275862069,0.8331336851569939,3,3,[],297,0,[],[],[]
14,pick,A,Pick up the red cube,clean,clean,temporal,robust,0.75,3,0.01,raw,0,0,2021674208,0,1,1,85,90,0,,0,90,success,success,0.44817725808031555,1.2094742523392308,0.8879036011844603,0.12027765810489655,-0.10062142461538315,0.8960785865783691,1.0,0.0011914625194308962,70,1,75,1,1,76,0,0,,0,,0,0.002415413534298083,"{""B"":0.002415413534298083,""C"":0.002377554137320056}",0.9030682293696592,0.8206096551667561,0.9999622445220666,0,0.9030682293696592,0.0,0.0018565360692949348,0.1111111111111111,0.0,0.0,0,0.43440146834167104,0.6,1.1333333333333333,3,2.1333333333333333,0.8288132105233209,3,4,[],333,0,[],[],[]
15,pick,B,Pick up the blue ball,clean,clean,temporal,robust,0.75,3,0.01,raw,0,0,1330043642,1,1,1,72,78,0,,0,78,success,success,0.7835598645342606,3.5501123575712916,2.8299355272777507,-0.09825636446475983,0.03067718632519245,0.9114087820053101,1.0,0.004423938634232505,58,1,62,1,1,63,0,0,,0,,0,0.0033903448332439634,"{""A"":0.0033903448332439634,""C"":0.002378898635621616}",0.9055316153962037,0.8254943025237881,1.0,0,0.9055316153962037,0.0,0.010708030072922802,0.0,0.0,0.0,0,0.31655830526267986,0.7051282051282052,0.8076923076923077,3,1.8076923076923077,0.8765969198363621,3,7,[],322,0,[],[],[]
16,push,B,Push the blue ball away from the robot,clean,clean,temporal,robust,0.75,3,0.01,raw,0,0,1213030062,5,1,1,70,70,0,,0,70,success,success,0.3535383566962367,1.2303865473552709,1.2303865473552709,-0.03753995522856712,0.20189231634140015,0.8255136013031006,1.0,0.035717219571140345,1,1,59,1,0,0,0,0,,0,,0,0.0033903448332439634,"{""A"":0.0033903448332439634,""C"":0.0023599480422782067}",0.8280000000000001,0.825584586465702,1.0,0,0.8258935294500266,0.0810906272529235,0.00028516837086674734,0.3142857142857143,0.0,0.0,0,0.551105476457891,0.6285714285714286,0.9428571428571428,3,1.9428571428571428,0.8520505158581207,3,5,[],302,0,[],[],[]
17,pick,A,Pick up the red cube,clean,clean,temporal,robust,0.75,3,0.01,raw,0,0,916062328,0,1,1,85,90,0,,0,90,success,success,0.491773567055576,1.8616383647711967,0.6683645031708702,0.12027473747730255,-0.06707104295492172,0.8959656357765198,1.0,0.003314195404261549,70,1,74,1,1,76,0,0,,0,,0,0.002415413534298083,"{""B"":0.002415413534298083,""C"":0.00238273125688723}",0.9045325629438541,0.8206096551667561,0.9999664073930035,0,0.9045325629438541,0.0,0.0004961371349975028,0.08888888888888889,0.0,0.0,0,0.45201755294821644,0.6,1.1333333333333333,3,2.1333333333333333,0.8288132105233209,3,3,[],294,0,[],[],[]
18,pick,A,Pick up the red cube,clean,clean,temporal,robust,0.75,3,0.01,raw,0,0,1601433937,0,1,1,76,81,0,,0,81,success,success,0.6622806349683219,1.4286044988963842,1.3359564595945628,-0.0005080224946141243,0.10474928468465805,0.9071599245071411,1.0,0.0008717728913045701,61,1,66,1,1,67,0,0,,0,,0,0.002415413534298083,"{""B"":0.002415413534298083,""C"":0.0023783251021859556}",0.9045619481867349,0.8206096551667561,0.9999916622861065,0,0.9045619481867349,0.0,0.004799445423574109,0.012345679012345678,0.0,0.0,0,0.4200674043463434,0.6419753086419753,1.0,3,2.0,0.8482251205254009,3,4,[],316,0,[],[],[]
19,pick,C,Pick up the green cylinder,clean,clean,temporal,robust,0.75,3,0.01,raw,0,0,1412908539,0,1,1,68,74,0,,0,74,success,success,1.0530086421579707,2.7367297281880245,0.6001489171612506,-0.10832163691520691,0.07594162225723267,0.9027230143547058,1.0,0.0036429142020410763,55,1,58,1,1,59,0,0,,0,,0,0.0033903448332439634,"{""A"":0.0033903448332439634,""B"":0.002415413534298083}",0.9044245711291476,0.8216380650768659,0.99992607846184,0,0.9044245711291476,0.0,0.00858075678338904,0.0,0.0,0.0,0,0.3367239436521145,0.7162162162162162,0.7702702702702703,3,1.7702702702702702,0.8819459649837277,3,9,[],378,0,[],[],[]
20,pick,B,Pick up the blue ball,clean,clean,temporal,robust,0.75,3,0.01,raw,0,0,591131378,0,1,1,82,87,0,,0,87,success,success,1.1199380870605824,1.743184218861998,0.9150514238904583,0.048038702458143234,0.137253999710083,0.901525616645813,1.0,0.0037045600601192563,68,1,72,1,1,73,0,0,,0,,0,0.0033903448332439634,"{""A"":0.0033903448332439634,""C"":0.002355675668000815}",0.9026318688863396,0.825523910522297,1.0,0,0.9026318688863396,0.0,0.003531953238974409,0.0,0.0,0.0,0,0.40082802976759796,0.6091954022988506,1.103448275862069,3,2.103448275862069,0.8331336851569939,3,3,[],279,0,[],[],[]
21,pick,A,Pick up the red cube,clean,clean,temporal,robust,0.75,3,0.01,raw,0,0,155961286,0,1,1,83,89,0,,0,89,success,success,0.8657140169171034,1.569301466725073,1.569301466725073,0.03049512393772602,-0.11378539353609085,0.8916770815849304,1.0,0.0028699438432058418,68,1,72,1,1,74,0,0,,0,,0,0.002415413534298083,"{""B"":0.002415413534298083,""C"":0.0023740035737446394}",0.9060008045655182,0.8206096551667561,0.9999846034043003,0,0.9060008045655182,0.0,0.003186260376172776,0.0449438202247191,0.0,0.0,0,0.4213771483704385,0.6292134831460674,1.0449438202247192,3,2.044943820224719,0.8418803532521154,3,3,[],281,0,[],[],[]
22,pick,C,Pick up the green cylinder,clean,clean,temporal,robust,0.75,3,0.01,raw,0,0,1507363908,2,1,1,78,84,0,,0,84,success,success,0.5053042667068722,2.378847603257049,0.626018283300811,0.06218256801366806,-0.07144063711166382,0.9030956625938416,1.0,0.0005821490074232656,65,1,69,1,1,69,0,0,,0,,0,0.0033903448332439634,"{""A"":0.0033903448332439634,""B"":0.002415413534298083}",0.9058627167767124,0.8216321033851022,0.9999445323492182,0,0.9058627167767124,0.0,0.003610438154466509,0.03571428571428571,0.0,0.0,0,0.3970916854431851,0.6309523809523809,1.0357142857142858,3,2.0357142857142856,0.8430570607261652,3,7,[],375,0,[],[],[]
23,pick,A,Pick up the red cube,clean,clean,temporal,robust,0.75,3,0.01,raw,0,0,1769806957,0,1,1,82,87,0,,0,87,success,success,0.8797430488047987,7.43188951298537,3.03919045067168,-0.10937134921550751,0.08023952692747116,0.8867577910423279,1.0,0.0041371638677756405,67,1,72,1,1,72,0,0,,0,,0,0.002415413534298083,"{""B"":0.002415413534298083,""C"":0.0023429398690923385}",0.9044362592958524,0.8206096551667561,0.9998894054115226,0,0.9044362592958524,0.0,0.01583448043571802,0.04597701149425287,0.0,0.0,0,0.36576069914858833,0.5862068965517241,1.1724137931034482,3,2.1724137931034484,0.8229102177827458,3,7,[],358,0,[],[],[]
24,pick,C,Pick up the green cylinder,clean,clean,temporal,robust,0.75,3,0.01,raw,0,0,711714776,0,1,1,75,81,0,,0,81,success,success,1.1019528782838368,2.3373126556328696,1.085144206418612,0.0057220906019210815,-0.038392022252082825,0.9064928293228149,1.0,0.0010474870088469528,62,1,65,1,1,66,0,0,,0,,0,0.0033903448332439634,"{""A"":0.0033903448332439634,""B"":0.002415413534298083}",0.9046549185255155,0.8216479534581725,0.9998947600251995,0,0.9046549185255155,0.0,0.006069709236944587,0.0,0.0,0.0,0,0.3522226924579977,0.654320987654321,0.9629629629629629,3,1.962962962962963,0.8537155011523119,3,7,[],340,0,[],[],[]
25,push,A,Push the red cube away from the robot,clean,clean,temporal,robust,0.75,3,0.01,raw,0,0,719429051,0,1,1,83,83,0,,0,83,success,success,0.3586852761400282,0.800671845319091,0.552207170730608,0.19546589255332947,0.08783811330795288,0.8222413063049316,1.0,0.03901344017770676,1,1,69,1,0,0,0,0,,0,,0,0.002415413534298083,"{""B"":0.002415413534298083,""C"":0.002349781426829032}",0.8240000000000001,0.8206096551667561,0.9999900814232205,0,0.8221258882625392,0.08515146233580269,0.001354056307014005,0.0,0.03614457831325301,0.0,0,0.4114455229669844,0.6265060240963856,1.0481927710843373,3,2.0481927710843375,0.8411661819397334,3,2,[],260,0,[],[],[]
26,push,C,Push the green cylinder away from the robot,clean,clean,temporal,robust,0.75,3,0.01,raw,0,0,1165696353,20,1,1,73,73,0,,0,73,success,success,0.7875535479701435,1.3175037966587362,0.7739915835693273,-0.10302278399467468,-0.18099206686019897,0.8228381872177124,1.0,0.039449840814447586,1,1,59,1,0,0,0,0,,0,,0,0.0033903448332439634,"{""A"":0.0033903448332439634,""B"":0.002415413534298083}",0.8240000000000001,0.8216358086931411,0.9999692431456424,0,0.8228499767743629,0.08493764734635396,0.002373020554330592,0.2191780821917808,0.136986301369863,0.0,0,0.5516382942271214,0.6986301369863014,0.821917808219178,3,1.821917808219178,0.8742367202467952,3,1,[],190,0,[],[],[]
27,push,C,Push the green cylinder away from the robot,clean,clean,temporal,robust,0.75,3,0.01,raw,0,0,627524091,0,1,1,83,83,0,,0,83,success,success,0.8225936860736837,1.2014048617230715,0.7940654088992791,0.15166790783405304,0.12707290053367615,0.8231295347213745,1.0,0.03965773761815585,1,1,69,1,0,0,0,0,,0,,0,0.0033903448332439634,"{""A"":0.0033903448332439634,""B"":0.002415413534298083}",0.8240000000000001,0.8216357335143816,0.999976250902364,0,0.8229950370741576,0.08954522580334379,0.0057117080902755624,0.024096385542168676,0.24096385542168675,0.0,0,0.4290152940917144,0.6385542168674698,1.0120481927710843,3,2.0120481927710845,0.8465242642382852,2,0,[],0,0,[],[],[]
28,pick,C,Pick up the green cylinder,clean,clean,temporal,robust,0.75,3,0.01,raw,0,0,1736367608,0,1,1,84,89,0,,0,89,success,success,0.6547630623436221,1.347970958131558,1.32777201331287,0.14576497673988342,0.003971256781369448,0.9025603532791138,1.0,0.001647729643436037,71,1,75,1,1,75,0,0,,0,,0,0.0033903448332439634,"{""A"":0.0033903448332439634,""B"":0.002415413534298083}",0.9019205173610043,0.8216340820947455,0.9998904107562794,0,0.9019205173610043,0.0,0.002472794470048163,0.12359550561797752,0.0,0.0,0,0.4265129291682924,0.5617977528089888,1.247191011235955,3,2.247191011235955,0.8118991736489831,3,4,[],247,0,[],[],[]
29,push,B,Push the blue ball away from the robot,clean,clean,temporal,robust,0.75,3,0.01,raw,0,0,861615756,1,1,1,76,76,0,,0,76,success,success,0.4006755625388239,0.7660938549899926,0.47603092468674413,0.17309002578258514,-0.001024973695166409,0.8257102966308594,1.0,0.03484948165273735,1,1,73,1,0,0,0,0,,0,,0,0.0033903448332439634,"{""A"":0.0033903448332439634,""C"":0.0023517278501223172}",0.8280000000000001,0.825584586465702,1.0,0,0.8259048196426051,0.09865603543202156,1.137711607662206e-06,0.15789473684210525,0.013157894736842105,0.0,0,0.4365866594538619,0.618421052631579,1.0263157894736843,3,2.026315789473684,0.8440915209649641,3,6,[],320,0,[],[],[]
30,pick,C,Pick up the green cylinder,clean,clean,temporal,robust,0.75,3,0.01,raw,0,0,1680958009,0,1,1,81,86,0,,0,86,success,success,1.0940482712680015,1.7651541750763764,0.82256840311738,0.07586902379989624,0.07075285166501999,0.8910644054412842,1.0,0.0038228970258403464,68,1,72,1,1,72,0,0,,0,,0,0.0033903448332439634,"{""A"":0.0033903448332439634,""B"":0.002415413534298083}",0.9027858875423317,0.8216276576646935,0.9999704406582168,0,0.9027858875423317,0.0,0.004789738775725335,0.06976744186046512,0.0,0.0,0,0.412828715721885,0.6162790697674418,1.0813953488372092,3,2.0813953488372094,0.8363645516213752,3,4,[],282,0,[],[],[]
31,pick,C,Pick up the green cylinder,clean,clean,temporal,robust,0.75,3,0.01,raw,0,0,1290734040,1,1,1,70,76,0,,0,76,success,success,1.0342612233594908,2.084428162553984,0.44695128498599934,-0.07581111788749695,-0.047788579016923904,0.9032694101333618,1.0,0.004169242797730794,57,1,61,1,1,61,0,0,,0,,0,0.0033903448332439634,"{""A"":0.0033903448332439634,""B"":0.002415413534298083}",0.9048372385504462,0.8216332706070116,0.9999322726253013,0,0.9048372385504462,0.0,0.007932408970761211,0.0,0.0,0.0,0,0.33743625644253744,0.6842105263157895,0.868421052631579,3,1.868421052631579,0.8674978804796901,3,6,[],374,0,[],[],[]
32,push,A,Push the red cube away from the robot,clean,clean,temporal,robust,0.75,3,0.01,raw,0,0,51864354,3,1,1,78,78,0,,0,78,success,success,0.6848679119948833,1.3883162359337469,1.3883162359337469,-0.04014049470424652,-0.19726207852363586,0.821574330329895,1.0,0.030989784315404778,1,1,62,1,1,70,72,0,,0,,0,0.002415413534298083,"{""B"":0.002415413534298083,""C"":0.0023762401963516562}",0.8240000000000001,0.8206096551667561,0.9999813784841649,0,0.8219732110478198,0.08120331165068287,0.003987076091455056,0.14102564102564102,0.0,0.0,0,0.49313700823774553,0.6923076923076923,0.8461538461538461,3,1.8461538461538463,0.8708953707238006,2,1,[],190,0,[],[],[]
33,push,A,Push the red cube away from the robot,clean,clean,temporal,robust,0.75,3,0.01,raw,0,0,1223929340,7,1,1,85,85,0,,0,85,success,success,0.586252617024645,1.2144570759422233,0.39318511082725827,0.17473840713500977,-0.10511838644742966,0.8217743635177612,1.0,0.03101330398081598,1,1,70,1,1,70,71,0,,0,,0,0.002415413534298083,"{""B"":0.002415413534298083,""C"":0.0023732716139564037}",0.8240000000000001,0.8206096551667561,0.9997904271740481,0,0.8218881644554217,0.08376165027114257,0.002218520938237628,0.0,0.16470588235294117,0.0,0,0.4102261723952906,0.6352941176470588,1.0235294117647058,3,2.023529411764706,0.8449034482470338,3,0,[],0,0,[],[],[]
34,pick,B,Pick up the blue ball,clean,clean,temporal,robust,0.75,3,0.01,raw,0,0,1829602137,0,1,1,68,74,0,,0,74,success,success,1.1156524338011826,3.473058234240267,1.8949536328941665,-0.13211369514465332,-0.007121460046619177,0.9163354635238647,1.0,0.002025879965482909,54,1,57,1,1,59,0,0,,0,,0,0.0033903448332439634,"{""A"":0.0033903448332439634,""C"":0.0023686197993886865}",0.9053289964106702,0.8254472389994064,1.0,0,0.9053289964106702,0.0,0.009788310944968775,0.0,0.0,0.0,0,0.32151553213459594,0.7297297297297297,0.7297297297297297,3,1.7297297297297298,0.8879557059402114,3,6,[],356,0,[],[],[]
35,push,C,Push the green cylinder away from the robot,clean,clean,temporal,robust,0.75,3,0.01,raw,0,0,1279629673,26,1,1,92,92,0,,0,92,success,success,0.7916755916253344,1.6617403722647948,1.3599445711243154,0.20862022042274475,0.03515780717134476,0.8256391882896423,1.0,0.04023185605661713,1,1,74,1,0,0,0,0,,0,,0,0.0033903448332439634,"{""A"":0.0033903448332439634,""B"":0.002415413534298083}",0.8348222405657675,0.8216511266564379,0.7693527257069945,0,0.8348222405657675,0.07838806988656384,0.012056745455581545,0.010869565217391304,0.14130434782608695,0.0,0,0.40830532319085533,0.6413043478260869,1.0108695652173914,3,2.010869565217391,0.8470364286895464,2,3,[],343,0,[],[],[]
36,push,A,Push the red cube away from the robot,clean,clean,temporal,robust,0.75,3,0.01,raw,0,0,441719067,2,1,1,91,91,0,,0,91,success,success,0.5911822104098301,1.4496083949753789,1.4496083949753789,-0.06570722162723541,-0.16228629648685455,0.821708083152771,1.0,0.033334783852346034,1,1,76,1,0,0,0,0,,0,,0,0.002415413534298083,"{""B"":0.002415413534298083,""C"":0.0023597261128589214}",0.8240000000000001,0.8206096551667561,0.999896747418461,0,0.8216029667546764,0.08258996056808494,0.014292703623760948,0.17582417582417584,0.0,0.0,0,0.4997098329094258,0.5824175824175825,1.1868131868131868,3,2.1868131868131866,0.8209202998410912,2,4,[],298,0,[],[],[]
37,push,A,Push the red cube away from the robot,clean,clean,temporal,robust,0.75,3,0.01,raw,0,0,1868317512,0,1,1,83,83,0,,0,83,success,success,0.73988947396263,1.2021858109236223,0.7818947501149198,0.011695070192217827,0.18831385672092438,0.8217605948448181,1.0,0.03935265439229761,1,1,69,1,0,0,0,0,,0,,0,0.002415413534298083,"{""B"":0.002415413534298083,""C"":0.0023648155934921466}",0.8240000000000001,0.8206096551667561,0.9998548845396726,0,0.8218625269096504,0.08474699312282666,0.006732651907871394,0.0963855421686747,0.0,0.0,0,0.44289036868354514,0.6024096385542169,1.1204819277108433,3,2.1204819277108435,0.8304500173426298,2,2,[],275,0,[],[],[]
