filename,split,task_type,target_id,scene_seed,collection_seed,recovery_type,perturbation_step,perturbation_delta_m,retry_count,v3_recovery_version
ep_00087.npz,train,pick,C,1150519583,20261201,forced_pick_miss,0,0.0,1,v3.recovery.1
ep_00088.npz,train,pick,C,366284104,20261201,target_displacement,33,0.019999999552965164,0,v3.recovery.1
ep_00089.npz,train,pick,A,277875577,20261201,forced_pick_miss,0,0.0,1,v3.recovery.1
ep_00090.npz,train,push,C,1958562872,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00091.npz,test,pick,A,1725252260,20261201,target_displacement,31,0.019999999552965164,0,v3.recovery.1
ep_00092.npz,train,pick,A,1737157710,20261201,forced_pick_miss,0,0.0,1,v3.recovery.1
ep_00093.npz,train,push,A,374889830,20261201,target_displacement,30,0.05000000074505806,0,v3.recovery.1
ep_00094.npz,train,pick,A,84343953,20261201,target_displacement,21,0.030000001192092896,0,v3.recovery.1
ep_00095.npz,test,pick,C,1254882549,20261201,forced_pick_miss,0,0.0,1,v3.recovery.1
ep_00096.npz,test,pick,B,1995759212,20261201,target_displacement,25,0.03999999910593033,0,v3.recovery.1
ep_00097.npz,train,pick,A,773589407,20261201,forced_pick_miss,0,0.0,1,v3.recovery.1
ep_00098.npz,train,push,C,1265561488,20261201,target_displacement,35,0.029999999329447746,0,v3.recovery.1
ep_00099.npz,train,push,B,166394656,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00100.npz,test,pick,A,1026986506,20261201,target_displacement,36,0.03999999910593033,0,v3.recovery.1
ep_00101.npz,train,pick,B,277921236,20261201,forced_pick_miss,0,0.0,1,v3.recovery.1
ep_00102.npz,train,pick,A,736618924,20261201,forced_pick_miss,0,0.0,1,v3.recovery.1
ep_00103.npz,train,pick,B,1501666454,20261201,target_displacement,36,0.05000000074505806,0,v3.recovery.1
ep_00104.npz,val,pick,A,247274346,20261201,target_displacement,30,0.05000000074505806,0,v3.recovery.1
ep_00105.npz,train,push,C,802435198,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00106.npz,train,pick,A,955383270,20261201,forced_pick_miss,0,0.0,1,v3.recovery.1
ep_00107.npz,train,pick,C,789401216,20261201,target_displacement,29,0.029999999329447746,0,v3.recovery.1
ep_00108.npz,train,pick,B,14963583,20261201,forced_pick_miss,0,0.0,1,v3.recovery.1
ep_00109.npz,val,pick,C,334968429,20261201,forced_pick_miss,0,0.0,1,v3.recovery.1
ep_00110.npz,train,pick,A,268547568,20261201,target_displacement,30,0.019999999552965164,0,v3.recovery.1
ep_00111.npz,train,pick,A,1383821133,20261201,forced_pick_miss,0,0.0,1,v3.recovery.1
ep_00112.npz,train,push,B,1635135844,20261201,target_displacement,39,0.05000000074505806,1,v3.recovery.1
ep_00113.npz,train,pick,C,877731603,20261201,target_displacement,36,0.03999999910593033,1,v3.recovery.1
ep_00114.npz,train,push,C,358235461,20261201,target_displacement,25,0.03999999910593033,0,v3.recovery.1
ep_00115.npz,test,pick,A,1395909131,20261201,target_displacement,29,0.029999999329447746,0,v3.recovery.1
ep_00116.npz,val,push,C,1312468800,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00117.npz,train,pick,B,2131218690,20261201,target_displacement,36,0.019999999552965164,0,v3.recovery.1
ep_00118.npz,train,pick,C,1127146093,20261201,forced_pick_miss,0,0.0,1,v3.recovery.1
ep_00119.npz,train,pick,B,1861885470,20261201,forced_pick_miss,0,0.0,1,v3.recovery.1
ep_00120.npz,train,pick,C,1516262153,20261201,target_displacement,29,0.05000000074505806,0,v3.recovery.1
ep_00121.npz,train,pick,A,904809256,20261201,forced_pick_miss,0,0.0,1,v3.recovery.1
ep_00122.npz,train,pick,A,1095336539,20261201,target_displacement,37,0.03999999910593033,0,v3.recovery.1
ep_00123.npz,train,pick,A,1369095837,20261201,forced_pick_miss,0,0.0,1,v3.recovery.1
ep_00124.npz,train,push,C,2014850230,20261201,target_displacement,24,0.05000000074505806,0,v3.recovery.1
ep_00125.npz,train,push,C,565167306,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00126.npz,train,pick,C,587561635,20261201,forced_pick_miss,0,0.0,1,v3.recovery.1
ep_00127.npz,train,pick,B,427055925,20261201,target_displacement,21,0.030000001192092896,0,v3.recovery.1
ep_00128.npz,train,pick,C,100924930,20261201,target_displacement,23,0.019999999552965164,0,v3.recovery.1
ep_00129.npz,test,pick,A,1780262617,20261201,target_displacement,35,0.05000000074505806,0,v3.recovery.1
ep_00130.npz,train,pick,A,982649751,20261201,forced_pick_miss,0,0.0,1,v3.recovery.1
ep_00131.npz,train,pick,B,1745781908,20261201,forced_pick_miss,0,0.0,1,v3.recovery.1
ep_00132.npz,train,pick,B,858639370,20261201,target_displacement,22,0.03999999910593033,0,v3.recovery.1
ep_00133.npz,train,push,A,1346084937,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00134.npz,train,pick,A,940935080,20261201,target_displacement,29,0.019999999552965164,0,v3.recovery.1
ep_00135.npz,val,pick,A,612409350,20261201,forced_pick_miss,0,0.0,1,v3.recovery.1
ep_00136.npz,train,pick,A,1816511548,20261201,target_displacement,33,0.029999999329447746,0,v3.recovery.1
ep_00137.npz,val,pick,A,695920514,20261201,forced_pick_miss,0,0.0,1,v3.recovery.1
ep_00138.npz,train,pick,A,96605419,20261201,target_displacement,38,0.03999999910593033,0,v3.recovery.1
ep_00139.npz,test,pick,C,1461664479,20261201,forced_pick_miss,0,0.0,1,v3.recovery.1
ep_00140.npz,train,push,C,1394432113,20261201,target_displacement,22,0.019999999552965164,0,v3.recovery.1
ep_00141.npz,train,push,C,1232416949,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00142.npz,train,pick,B,568774841,20261201,forced_pick_miss,0,0.0,1,v3.recovery.1
ep_00143.npz,train,pick,B,1513347775,20261201,target_displacement,30,0.05000000074505806,0,v3.recovery.1
ep_00144.npz,train,pick,C,1469817286,20261201,target_displacement,35,0.029999999329447746,0,v3.recovery.1
ep_00145.npz,test,pick,A,1098225457,20261201,forced_pick_miss,0,0.0,1,v3.recovery.1
ep_00146.npz,train,pick,B,2092808794,20261201,forced_pick_miss,0,0.0,1,v3.recovery.1
ep_00147.npz,train,pick,B,1736561770,20261201,target_displacement,37,0.019999999552965164,0,v3.recovery.1
ep_00148.npz,test,pick,B,523045960,20261201,forced_pick_miss,0,0.0,1,v3.recovery.1
ep_00149.npz,train,pick,B,704237961,20261201,target_displacement,25,0.030000001192092896,0,v3.recovery.1
ep_00150.npz,train,pick,C,910417364,20261201,forced_pick_miss,0,0.0,1,v3.recovery.1
ep_00151.npz,test,pick,A,790725605,20261201,target_displacement,39,0.05000000074505806,0,v3.recovery.1
ep_00152.npz,test,pick,B,1453425834,20261201,forced_pick_miss,0,0.0,1,v3.recovery.1
ep_00153.npz,val,pick,B,1516808363,20261201,target_displacement,31,0.03999999910593033,0,v3.recovery.1
ep_00154.npz,train,pick,C,554646991,20261201,target_displacement,27,0.03999999910593033,0,v3.recovery.1
ep_00155.npz,train,push,C,493231392,20261201,target_displacement,22,0.029999999329447746,0,v3.recovery.1
ep_00156.npz,train,push,A,1847572542,20261201,target_displacement,28,0.019999999552965164,0,v3.recovery.1
ep_00157.npz,train,pick,B,1041539311,20261201,forced_pick_miss,0,0.0,1,v3.recovery.1
ep_00158.npz,train,pick,B,1471346689,20261201,target_displacement,36,0.05000000074505806,0,v3.recovery.1
ep_00159.npz,train,pick,A,1651171672,20261201,forced_pick_miss,0,0.0,1,v3.recovery.1
ep_00160.npz,train,pick,C,1190828133,20261201,forced_pick_miss,0,0.0,1,v3.recovery.1
ep_00161.npz,train,pick,B,1162395025,20261201,forced_pick_miss,0,0.0,1,v3.recovery.1
ep_00162.npz,train,pick,C,1515302081,20261201,target_displacement,34,0.05000000074505806,0,v3.recovery.1
ep_00163.npz,train,pick,C,1881502582,20261201,forced_pick_miss,0,0.0,1,v3.recovery.1
ep_00164.npz,train,pick,A,2095053880,20261201,target_displacement,31,0.019999999552965164,0,v3.recovery.1
ep_00165.npz,train,push,A,1049747534,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00166.npz,train,pick,B,1065991061,20261201,target_displacement,35,0.019999999552965164,0,v3.recovery.1
ep_00167.npz,train,pick,B,357977937,20261201,forced_pick_miss,0,0.0,1,v3.recovery.1
ep_00168.npz,train,push,B,442251953,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00169.npz,train,pick,B,79070090,20261201,target_displacement,33,0.029999999329447746,0,v3.recovery.1
ep_00170.npz,train,push,A,40823826,20261201,target_displacement,23,0.029999999329447746,0,v3.recovery.1
ep_00171.npz,train,push,B,2007882681,20261201,target_displacement,32,0.019999999552965164,1,v3.recovery.1
ep_00172.npz,train,pick,C,25448284,20261201,target_displacement,33,0.019999999552965164,0,v3.recovery.1
ep_00173.npz,val,pick,A,592751680,20261201,forced_pick_miss,0,0.0,1,v3.recovery.1
ep_00174.npz,train,pick,C,1874577298,20261201,forced_pick_miss,0,0.0,1,v3.recovery.1
ep_00175.npz,train,pick,B,424421762,20261201,forced_pick_miss,0,0.0,1,v3.recovery.1
ep_00176.npz,test,pick,B,1875830481,20261201,target_displacement,37,0.03999999910593033,0,v3.recovery.1
ep_00177.npz,train,pick,C,363877552,20261201,target_displacement,35,0.029999999329447746,0,v3.recovery.1
ep_00178.npz,train,pick,A,598751572,20261201,target_displacement,32,0.029999999329447746,0,v3.recovery.1
ep_00179.npz,train,pick,B,1414310945,20261201,forced_pick_miss,0,0.0,1,v3.recovery.1
ep_00180.npz,train,pick,C,899629048,20261201,forced_pick_miss,0,0.0,1,v3.recovery.1
ep_00181.npz,val,pick,A,402158869,20261201,forced_pick_miss,0,0.0,1,v3.recovery.1
ep_00182.npz,train,pick,C,119749595,20261201,target_displacement,37,0.03999999910593033,0,v3.recovery.1
ep_00183.npz,train,pick,B,1521220115,20261201,target_displacement,35,0.05000000074505806,0,v3.recovery.1
ep_00184.npz,train,pick,C,1850353331,20261201,forced_pick_miss,0,0.0,1,v3.recovery.1
ep_00185.npz,test,pick,B,359637209,20261201,forced_pick_miss,0,0.0,1,v3.recovery.1
ep_00186.npz,train,pick,A,1415651924,20261201,target_displacement,36,0.03999999910593033,0,v3.recovery.1
ep_00187.npz,train,pick,B,1587250772,20261201,target_displacement,30,0.019999999552965164,0,v3.recovery.1
ep_00188.npz,train,pick,B,791312259,20261201,forced_pick_miss,0,0.0,1,v3.recovery.1
ep_00189.npz,train,pick,C,2135577245,20261201,target_displacement,30,0.05000000074505806,0,v3.recovery.1
ep_00190.npz,train,pick,C,281668248,20261201,forced_pick_miss,0,0.0,1,v3.recovery.1
ep_00191.npz,train,pick,C,1053144569,20261201,target_displacement,33,0.019999999552965164,0,v3.recovery.1
ep_00192.npz,train,pick,A,1608230616,20261201,forced_pick_miss,0,0.0,1,v3.recovery.1
ep_00193.npz,train,pick,A,539483905,20261201,target_displacement,65,0.05000000074505806,0,v3.recovery.1
ep_00194.npz,train,pick,A,1690996214,20261201,forced_pick_miss,0,0.0,1,v3.recovery.1
ep_00195.npz,train,push,B,1040706837,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00196.npz,train,pick,B,1204833208,20261201,target_displacement,32,0.029999999329447746,0,v3.recovery.1
ep_00197.npz,test,pick,C,894051067,20261201,forced_pick_miss,0,0.0,1,v3.recovery.1
ep_00198.npz,train,pick,A,1701957971,20261201,target_displacement,33,0.019999999552965164,0,v3.recovery.1
ep_00199.npz,train,pick,C,1260543644,20261201,target_displacement,30,0.029999999329447746,0,v3.recovery.1
ep_00200.npz,train,pick,B,1777161763,20261201,forced_pick_miss,0,0.0,1,v3.recovery.1
ep_00201.npz,val,pick,A,1417885868,20261201,forced_pick_miss,0,0.0,1,v3.recovery.1
ep_00202.npz,train,pick,B,1147354683,20261201,target_displacement,20,0.03999999910593033,0,v3.recovery.1
ep_00203.npz,val,pick,B,1091667328,20261201,forced_pick_miss,0,0.0,1,v3.recovery.1
ep_00204.npz,train,pick,A,1011017554,20261201,target_displacement,31,0.030000001192092896,0,v3.recovery.1
ep_00205.npz,val,pick,A,132883981,20261201,forced_pick_miss,0,0.0,1,v3.recovery.1
ep_00206.npz,train,pick,A,2065057028,20261201,target_displacement,31,0.03999999910593033,0,v3.recovery.1
ep_00207.npz,train,pick,B,1283795776,20261201,target_displacement,28,0.05000000074505806,0,v3.recovery.1
ep_00208.npz,train,pick,B,1242616584,20261201,forced_pick_miss,0,0.0,1,v3.recovery.1
ep_00209.npz,test,push,B,1870281898,20261201,target_displacement,33,0.029999999329447746,1,v3.recovery.1
ep_00210.npz,train,pick,B,1160987411,20261201,target_displacement,33,0.019999999552965164,0,v3.recovery.1
ep_00211.npz,train,pick,C,716424181,20261201,forced_pick_miss,0,0.0,1,v3.recovery.1
ep_00212.npz,train,pick,A,920026888,20261201,forced_pick_miss,0,0.0,1,v3.recovery.1
ep_00213.npz,train,pick,C,1798385883,20261201,target_displacement,30,0.03999999910593033,0,v3.recovery.1
ep_00214.npz,train,pick,C,137422016,20261201,forced_pick_miss,0,0.0,1,v3.recovery.1
ep_00215.npz,val,pick,B,1891238790,20261201,forced_pick_miss,0,0.0,1,v3.recovery.1
ep_00216.npz,train,pick,B,670929980,20261201,target_displacement,31,0.029999999329447746,0,v3.recovery.1
ep_00217.npz,train,push,C,810212870,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00218.npz,val,push,A,1904597908,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00219.npz,train,pick,B,2119253654,20261201,forced_pick_miss,0,0.0,1,v3.recovery.1
ep_00220.npz,train,pick,B,2002738074,20261201,target_displacement,28,0.03999999910593033,0,v3.recovery.1
ep_00221.npz,train,pick,C,782102548,20261201,target_displacement,26,0.05000000074505806,1,v3.recovery.1
ep_00222.npz,val,pick,C,1604013398,20261201,forced_pick_miss,0,0.0,1,v3.recovery.1
ep_00223.npz,train,pick,A,471716685,20261201,target_displacement,37,0.05000000074505806,0,v3.recovery.1
ep_00224.npz,test,pick,A,597433752,20261201,forced_pick_miss,0,0.0,1,v3.recovery.1
ep_00225.npz,test,pick,B,1533569443,20261201,forced_pick_miss,0,0.0,1,v3.recovery.1
ep_00226.npz,train,pick,A,142989275,20261201,target_displacement,30,0.019999999552965164,0,v3.recovery.1
ep_00227.npz,train,pick,A,222029290,20261201,forced_pick_miss,0,0.0,1,v3.recovery.1
ep_00228.npz,train,pick,C,1925494494,20261201,target_displacement,26,0.019999999552965164,0,v3.recovery.1
ep_00229.npz,train,pick,A,2088548527,20261201,target_displacement,35,0.029999999329447746,0,v3.recovery.1
ep_00230.npz,val,pick,C,886189085,20261201,forced_pick_miss,0,0.0,1,v3.recovery.1
ep_00231.npz,train,pick,B,1187533379,20261201,target_displacement,26,0.05000000074505806,0,v3.recovery.1
ep_00232.npz,train,pick,C,896163295,20261201,target_displacement,23,0.029999999329447746,0,v3.recovery.1
ep_00233.npz,train,pick,A,2096576531,20261201,forced_pick_miss,0,0.0,1,v3.recovery.1
ep_00234.npz,train,pick,A,1779682819,20261201,target_displacement,21,0.03999999910593033,0,v3.recovery.1
ep_00235.npz,test,push,B,1091006082,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00236.npz,train,pick,C,254666542,20261201,forced_pick_miss,0,0.0,1,v3.recovery.1
ep_00237.npz,train,pick,A,697009274,20261201,forced_pick_miss,0,0.0,1,v3.recovery.1
ep_00238.npz,train,pick,A,476080392,20261201,target_displacement,35,0.05000000074505806,0,v3.recovery.1
ep_00239.npz,train,push,A,1737541253,20261201,target_displacement,25,0.04000000283122063,0,v3.recovery.1
ep_00240.npz,val,pick,A,497212343,20261201,forced_pick_miss,0,0.0,1,v3.recovery.1
ep_00241.npz,train,push,A,187575682,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00242.npz,train,pick,B,302640825,20261201,forced_pick_miss,0,0.0,1,v3.recovery.1
ep_00243.npz,train,pick,C,359342507,20261201,target_displacement,37,0.03999999910593033,0,v3.recovery.1
ep_00244.npz,train,pick,C,658284604,20261201,forced_pick_miss,0,0.0,1,v3.recovery.1
ep_00245.npz,train,pick,B,2061216925,20261201,target_displacement,28,0.019999999552965164,0,v3.recovery.1
ep_00246.npz,test,push,C,529927630,20261201,target_displacement,31,0.03999999910593033,0,v3.recovery.1
ep_00247.npz,train,push,B,1641709658,20261201,target_displacement,23,0.03999999910593033,1,v3.recovery.1
ep_00248.npz,test,push,B,1652482416,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00249.npz,train,pick,A,877282776,20261201,target_displacement,38,0.019999999552965164,0,v3.recovery.1
ep_00250.npz,train,pick,A,684945151,20261201,forced_pick_miss,0,0.0,1,v3.recovery.1
ep_00251.npz,train,pick,C,236692602,20261201,target_displacement,20,0.05000000074505806,0,v3.recovery.1
ep_00252.npz,train,pick,C,1996852645,20261201,forced_pick_miss,0,0.0,1,v3.recovery.1
ep_00253.npz,train,pick,B,1150355724,20261201,forced_pick_miss,0,0.0,1,v3.recovery.1
ep_00254.npz,train,pick,A,1074262441,20261201,target_displacement,42,0.029999999329447746,0,v3.recovery.1
ep_00255.npz,train,push,A,35508998,20261201,target_displacement,21,0.05000000074505806,0,v3.recovery.1
ep_00256.npz,train,pick,B,106311145,20261201,target_displacement,26,0.030000001192092896,0,v3.recovery.1
ep_00257.npz,test,pick,C,1926730492,20261201,target_displacement,27,0.019999999552965164,0,v3.recovery.1
ep_00258.npz,train,pick,B,352063603,20261201,forced_pick_miss,0,0.0,1,v3.recovery.1
ep_00259.npz,train,pick,B,835009330,20261201,target_displacement,23,0.03999999910593033,0,v3.recovery.1
ep_00260.npz,train,push,C,506450299,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00261.npz,test,pick,C,1529620915,20261201,forced_pick_miss,0,0.0,1,v3.recovery.1
ep_00262.npz,test,pick,C,707637257,20261201,target_displacement,32,0.030000001192092896,0,v3.recovery.1
ep_00263.npz,train,pick,A,1368013713,20261201,forced_pick_miss,0,0.0,1,v3.recovery.1
ep_00264.npz,train,push,A,1550963005,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00265.npz,train,push,B,1145498517,20261201,target_displacement,24,0.05000000074505806,0,v3.recovery.1
ep_00266.npz,train,pick,A,1888037038,20261201,target_displacement,34,0.03999999910593033,0,v3.recovery.1
ep_00267.npz,train,pick,C,1990893207,20261201,forced_pick_miss,0,0.0,1,v3.recovery.1
ep_00268.npz,train,push,B,859357108,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00269.npz,train,pick,B,1079988213,20261201,forced_pick_miss,0,0.0,1,v3.recovery.1
ep_00270.npz,train,pick,C,1705111953,20261201,target_displacement,23,0.03999999910593033,0,v3.recovery.1
